"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2025-3-20","38.0000","37.8713","38.0392","37.8549","","0.00%"
"2025-3-19","37.9987","36.6875","41.2164","36.5738","","3.59%"
"2025-3-18","36.6825","36.6363","36.7878","36.5220","","0.60%"
"2025-3-17","36.4651","36.6600","36.7799","36.5261","","-0.13%"
"2025-3-14","36.5133","36.6211","36.9945","36.4544","","0.27%"
"2025-3-13","36.4132","36.5879","36.7095","36.4864","","-0.07%"
"2025-3-12","36.4374","36.5970","36.7557","36.4486","","-0.34%"
"2025-3-11","36.5621","36.5471","36.7277","36.2759","","0.07%"
"2025-3-10","36.5370","36.4559","36.6776","36.3480","","0.14%"
"2025-3-7","36.4861","36.4144","36.6479","36.2236","","0.28%"
"2025-3-6","36.3854","36.4371","36.5617","36.2982","","-0.11%"
"2025-3-5","36.4241","36.4465","36.5503","36.3242","","-0.04%"
"2025-3-4","36.4404","36.4460","36.5750","36.3265","","0.00%"
"2025-3-3","36.4416","36.5154","36.6989","36.2733","","0.13%"
"2025-2-28","36.3935","36.4399","36.6948","36.2741","","-0.04%"
"2025-2-27","36.4088","36.4593","36.5485","36.2626","","-0.10%"
"2025-2-26","36.4470","36.4504","36.5711","36.3226","","0.08%"
"2025-2-25","36.4186","36.6850","36.7232","36.3270","","-0.01%"
"2025-2-24","36.4237","36.4300","36.6188","36.2156","","0.11%"
"2025-2-21","36.3822","36.2520","36.6859","36.1833","","0.36%"
"2025-2-20","36.2502","36.2995","36.3776","36.1821","","-0.04%"
"2025-2-19","36.2652","36.2825","36.4077","36.1742","","0.03%"
"2025-2-18","36.2549","36.2340","36.4014","36.0819","","0.12%"
"2025-2-17","36.2114","36.2195","36.4313","35.9846","","0.00%"
"2025-2-14","36.2130","36.1377","36.4175","36.0420","","0.25%"
"2025-2-13","36.1213","36.1013","36.2701","35.9613","","0.08%"
"2025-2-12","36.0936","36.0413","36.2357","35.8773","","0.20%"
"2025-2-11","36.0220","35.9816","36.1397","35.8455","","0.08%"
"2025-2-10","35.9933","35.9915","36.2224","35.7370","","0.02%"
"2025-2-7","35.9863","35.8850","36.1475","35.4093","","0.35%"
"2025-2-6","35.8625","35.9121","35.9847","35.7731","","-0.05%"
"2025-2-5","35.8787","35.9449","36.0876","35.7940","","-0.14%"
"2025-2-4","35.9301","35.9599","36.1196","35.7977","","-0.03%"
"2025-2-3","35.9406","35.7849","36.1233","35.6835","","0.68%"
"2025-1-31","35.6977","35.7865","36.0191","35.4788","","-0.20%"
"2025-1-30","35.7677","35.8073","35.8669","35.6712","","-0.09%"
"2025-1-29","35.7982","35.7305","35.8628","35.6450","","0.30%"
"2025-1-28","35.6922","35.7442","35.8809","35.6246","","-0.13%"
"2025-1-27","35.7385","35.6644","35.8529","35.5668","","0.26%"
"2025-1-24","35.6454","35.6490","35.7739","35.5384","","0.07%"
"2025-1-23","35.6201","35.6562","35.7437","35.5352","","-0.05%"
"2025-1-22","35.6380","35.6116","35.7296","35.5285","","0.55%"
"2025-1-21","35.4420","35.5708","35.7319","35.4609","","-0.32%"
"2025-1-20","35.5563","35.5004","35.7091","35.4195","","0.35%"
"2025-1-17","35.4307","35.4337","35.7308","35.2706","","0.01%"
"2025-1-16","35.4287","35.4525","35.5462","35.3323","","-0.05%"
"2025-1-15","35.4473","35.4739","35.6071","35.3634","","-0.07%"
"2025-1-14","35.4711","35.4852","35.5949","35.3775","","0.00%"
"2025-1-13","35.4709","35.4013","35.5833","35.2945","","0.24%"
"2025-1-10","35.3852","35.3511","35.5342","35.2605","","0.16%"
"2025-1-9","35.3291","35.3124","35.5111","35.2073","","0.14%"
"2025-1-8","35.2781","35.3353","35.4535","35.2325","","-0.11%"
"2025-1-7","35.3186","35.3049","35.4543","35.2183","","0.07%"
"2025-1-6","35.2927","35.3569","35.5093","35.1823","","-0.13%"
"2025-1-3","35.3376","35.3529","35.5164","35.2043","","-0.03%"
"2025-1-2","35.3476","35.3647","35.4871","35.1345","","-0.03%"
"2025-1-1","35.3585","35.3130","35.4250","35.2518","","0.07%"
"2024-12-31","35.3350","35.3290","35.7369","35.1300","","0.06%"
"2024-12-30","35.3123","35.0723","35.4430","35.0123","","0.69%"
"2024-12-27","35.0702","35.1760","35.4381","34.9089","","-0.17%"
"2024-12-26","35.1316","35.2250","35.3779","35.0440","","-0.17%"
"2024-12-25","35.1905","35.1455","35.4469","34.9750","","0.29%"
"2024-12-24","35.0875","35.2130","35.3782","34.9070","","-0.22%"
"2024-12-23","35.1642","35.1902","35.3645","34.9866","","0.02%"
"2024-12-20","35.1588","35.1029","35.3276","35.0030","","0.26%"
"2024-12-19","35.0675","35.0370","35.1978","34.9391","","0.10%"
"2024-12-18","35.0320","34.9773","35.1246","34.8536","","0.16%"
"2024-12-17","34.9746","34.9531","35.0950","34.8465","","0.07%"
"2024-12-16","34.9508","34.9428","35.0548","34.8237","","0.08%"
"2024-12-13","34.9238","34.8991","35.0434","34.7699","","0.15%"
"2024-12-12","34.8701","34.8811","34.9991","34.7506","","0.05%"
"2024-12-11","34.8540","34.8615","34.9772","34.7547","","0.07%"
"2024-12-10","34.8285","34.8287","34.9938","34.6140","","0.06%"
"2024-12-9","34.8059","34.7402","34.9165","34.6656","","0.20%"
"2024-12-6","34.7376","34.7122","34.8896","34.6026","","0.17%"
"2024-12-5","34.6778","34.7410","34.8714","34.5985","","0.17%"
"2024-12-4","34.6200","34.7359","34.8699","34.6106","","-0.25%"
"2024-12-3","34.7071","34.7201","34.8037","34.6375","","0.02%"
"2024-12-2","34.7014","34.6902","34.8340","34.5830","","0.03%"
"2024-11-29","34.6913","34.6245","34.8088","34.4812","","0.22%"
"2024-11-28","34.6145","34.6412","34.8092","34.4993","","-0.02%"
"2024-11-27","34.6206","34.6395","34.8313","34.5227","","0.03%"
"2024-11-26","34.6085","34.5350","34.7640","34.4696","","0.18%"
"2024-11-25","34.5452","34.5191","34.7757","34.2747","","0.01%"
"2024-11-22","34.5434","34.4891","34.7063","34.3408","","0.25%"
"2024-11-21","34.4565","34.4632","34.6381","34.3332","","0.04%"
"2024-11-20","34.4415","34.4768","34.6248","34.3434","","0.41%"
"2024-11-19","34.3000","34.5272","34.8820","34.3610","","-0.63%"
"2024-11-18","34.5181","34.4322","34.7108","34.2906","","0.29%"
"2024-11-15","34.4185","34.3375","34.8946","34.2240","","0.29%"
"2024-11-14","34.3182","34.3552","34.4736","34.1694","","-0.09%"
"2024-11-13","34.3501","34.3467","34.4876","34.1638","","0.01%"
"2024-11-12","34.3465","34.3367","34.4976","34.1992","","0.09%"
"2024-11-11","34.3169","34.3530","34.4873","34.2346","","-0.16%"
"2024-11-8","34.3722","34.2345","34.5486","34.1365","","0.45%"
"2024-11-7","34.2177","34.2074","34.3238","34.0854","","0.09%"
"2024-11-6","34.1862","34.3167","34.4754","34.0922","","-0.37%"
"2024-11-5","34.3118","34.3460","34.4545","34.1646","","-0.06%"
"2024-11-4","34.3337","34.3250","34.4682","34.2238","","0.09%"
"2024-11-1","34.3020","34.2555","34.5047","34.1385","","0.14%"
"2024-10-31","34.2540","34.2475","34.3947","34.1388","","0.15%"
"2024-10-30","34.2044","34.2710","34.3490","34.0490","","-0.15%"
"2024-10-29","34.2554","34.3018","34.3630","34.1721","","-0.08%"
"2024-10-28","34.2822","34.2873","34.4432","34.1380","","0.00%"
"2024-10-25","34.2827","34.2520","34.4622","34.1135","","0.19%"
"2024-10-24","34.2181","34.2843","34.3840","34.1265","","-0.10%"
"2024-10-23","34.2527","34.2559","34.4300","34.1087","","0.05%"
"2024-10-22","34.2357","34.2115","34.3266","34.1408","","0.42%"
"2024-10-21","34.0920","34.2374","34.4857","34.0303","","0.31%"
"2024-10-18","33.9850","34.1302","34.4888","34.0139","","-0.41%"
"2024-10-17","34.1245","34.1724","34.2895","34.0224","","-0.10%"
"2024-10-16","34.1594","34.2123","34.4188","33.9230","","-0.03%"
"2024-10-15","34.1692","34.2690","34.5386","34.0721","","-0.26%"
"2024-10-14","34.2569","34.2895","34.4190","34.1573","","0.04%"
"2024-10-11","34.2442","34.1856","34.4724","34.0838","","0.27%"
"2024-10-10","34.1519","34.2351","34.3665","34.0811","","-0.17%"
"2024-10-9","34.2087","34.2623","34.3422","34.1223","","-0.09%"
"2024-10-8","34.2407","34.2630","34.3532","34.0505","","0.02%"
"2024-10-7","34.2350","34.2529","34.3763","34.1376","","-0.04%"
"2024-10-4","34.2500","34.1309","34.4154","34.0084","","0.42%"
"2024-10-3","34.1055","34.2168","34.3297","34.0047","","-0.22%"
"2024-10-2","34.1819","34.2126","34.2947","33.9937","","-0.07%"
"2024-10-1","34.2057","34.1863","34.3672","34.0627","","0.13%"
"2024-9-30","34.1605","34.1699","34.3536","34.0014","","0.00%"
"2024-9-27","34.1615","34.1525","34.3205","34.0017","","0.06%"
"2024-9-26","34.1398","34.1380","34.2794","33.9700","","0.10%"
"2024-9-25","34.1064","34.1219","34.2245","34.0075","","-0.02%"
"2024-9-24","34.1137","34.1272","34.2700","33.9810","","-0.02%"
"2024-9-23","34.1189","34.1030","34.3298","33.9398","","0.08%"
"2024-9-20","34.0926","34.0299","34.1842","33.9458","","0.20%"
"2024-9-19","34.0253","34.0701","34.2141","33.8847","","-0.13%"
"2024-9-18","34.0687","34.0812","34.1920","33.9461","","-0.03%"
"2024-9-17","34.0795","33.9977","34.1527","33.8829","","0.30%"
"2024-9-16","33.9779","33.9234","34.2140","33.6661","","0.30%"
"2024-9-13","33.8762","33.9083","34.0761","33.7585","","-0.10%"
"2024-9-12","33.9086","33.9865","34.0667","33.8085","","-0.17%"
"2024-9-11","33.9678","34.0369","34.1283","33.8703","","-0.13%"
"2024-9-10","34.0122","34.0627","34.1892","33.9322","","-0.07%"
"2024-9-9","34.0361","33.9945","34.2093","33.8147","","0.25%"
"2024-9-6","33.9505","33.9501","34.1477","33.8155","","0.09%"
"2024-9-5","33.9195","34.0042","34.1563","33.8358","","-0.19%"
"2024-9-4","33.9857","34.0033","34.1315","33.8690","","0.04%"
"2024-9-3","33.9735","33.8821","34.0725","33.7706","","0.28%"
"2024-9-2","33.8799","34.0452","34.1537","33.7450","","-0.56%"
"2024-8-30","34.0711","34.0710","34.1739","33.9958","","0.00%"
"2024-8-29","34.0694","34.0567","34.2712","33.8625","","0.11%"
"2024-8-28","34.0312","34.0194","34.4742","33.9104","","0.09%"
"2024-8-27","34.0006","34.0010","34.0882","33.8925","","0.09%"
"2024-8-26","33.9691","33.9919","34.0896","33.7980","","0.03%"
"2024-8-23","33.9588","33.9065","34.0559","33.7948","","0.74%"
"2024-8-22","33.7100","33.8767","34.0038","33.7816","","-0.36%"
"2024-8-21","33.8313","33.8858","34.0490","33.7807","","-0.08%"
"2024-8-20","33.8575","33.7020","33.9736","33.6469","","0.86%"
"2024-8-19","33.5690","33.6752","33.8088","33.5615","","-0.28%"
"2024-8-16","33.6632","33.6392","33.9940","33.5339","","0.18%"
"2024-8-15","33.6042","33.6095","33.7179","33.4868","","0.01%"
"2024-8-14","33.5992","33.5393","33.6825","33.4212","","0.21%"
"2024-8-13","33.5301","33.4950","33.6460","33.3650","","0.48%"
"2024-8-12","33.3700","33.5291","33.6455","33.4043","","-0.34%"
"2024-8-9","33.4839","33.5191","33.6470","33.3735","","-0.04%"
"2024-8-8","33.4959","33.4729","33.6085","33.3699","","0.20%"
"2024-8-7","33.4293","33.6010","33.7030","33.3667","","-0.42%"
"2024-8-6","33.5696","33.3534","33.7718","33.1576","","0.73%"
"2024-8-5","33.3248","33.2248","33.4689","33.1530","","0.47%"
"2024-8-2","33.1680","33.1137","33.3339","33.0242","","0.25%"
"2024-8-1","33.0853","33.1509","33.2387","32.9846","","-0.17%"
"2024-7-31","33.1401","33.0888","33.2641","33.0180","","0.18%"
"2024-7-30","33.0794","33.0810","33.1705","32.9571","","0.10%"
"2024-7-29","33.0458","32.9600","33.2287","32.8288","","0.43%"
"2024-7-26","32.9042","32.9500","33.1946","32.8027","","-0.13%"
"2024-7-25","32.9480","32.8225","33.1779","32.7557","","0.51%"
"2024-7-24","32.7792","32.8516","32.9824","32.7294","","-0.22%"
"2024-7-23","32.8527","32.9115","33.1357","32.6804","","-0.17%"
"2024-7-22","32.9085","33.0002","33.2234","32.7612","","-0.44%"
"2024-7-19","33.0549","33.0739","33.2333","32.8955","","0.02%"
"2024-7-18","33.0488","33.0807","33.1745","32.9744","","0.00%"
"2024-7-17","33.0502","33.0522","33.2932","32.9619","","-0.01%"
"2024-7-16","33.0531","32.9971","33.1473","32.9128","","0.26%"
"2024-7-15","32.9686","33.0088","33.1539","32.9186","","-0.16%"
"2024-7-12","33.0214","32.8321","33.1271","32.7682","","0.67%"
"2024-7-11","32.8013","32.8614","33.0121","32.7329","","-0.17%"
"2024-7-10","32.8564","32.8732","33.0793","32.7443","","0.12%"
"2024-7-9","32.8170","32.6861","33.0338","32.6143","","0.44%"
"2024-7-8","32.6745","32.6750","32.8695","32.4850","","0.12%"
"2024-7-5","32.6350","32.5779","32.8740","32.4780","","0.38%"
"2024-7-4","32.5130","32.5514","32.6390","32.4105","","-0.07%"
"2024-7-3","32.5342","32.5494","32.6963","32.4030","","-0.04%"
"2024-7-2","32.5470","32.6550","32.7721","32.4418","","-0.25%"
"2024-7-1","32.6297","32.7728","32.8680","32.5291","","-0.06%"
"2024-6-28","32.6485","32.8650","33.0728","32.5850","","-0.47%"
"2024-6-27","32.8041","32.8446","32.9963","32.7326","","-0.10%"
"2024-6-26","32.8379","32.9544","33.0616","32.7100","","-0.25%"
"2024-6-25","32.9206","32.9192","33.0637","32.7925","","0.01%"
"2024-6-24","32.9169","32.8162","32.9703","32.6834","","0.26%"
"2024-6-21","32.8322","32.8079","32.9660","32.6775","","0.08%"
"2024-6-20","32.8060","32.5269","32.9230","32.4162","","0.93%"
"2024-6-19","32.5024","32.3704","32.7327","32.3704","","0.05%"
"2024-6-18","32.4853","32.8157","32.9141","32.4829","","-0.92%"
"2024-6-17","32.7859","32.7267","32.9220","32.6717","","0.49%"
"2024-6-14","32.6273","32.3116","32.8767","32.2826","","1.08%"
"2024-6-13","32.2788","32.3067","32.4276","32.1573","","-0.09%"
"2024-6-12","32.3064","32.3602","32.4374","32.1871","","-0.05%"
"2024-6-11","32.3221","32.3747","32.4763","32.2380","","-0.05%"
"2024-6-10","32.3374","32.4275","32.5784","32.1580","","0.29%"
"2024-6-7","32.2430","32.2367","32.5483","32.1185","","0.03%"
"2024-6-6","32.2319","32.2566","32.4100","32.0546","","0.00%"
"2024-6-5","32.2303","32.5830","32.7046","32.1248","","-1.06%"
"2024-6-4","32.5745","32.1878","32.6791","32.0570","","1.26%"
"2024-6-3","32.1678","32.2267","32.3203","32.0892","","-0.20%"
"2024-5-31","32.2322","32.2118","32.5459","32.0631","","0.09%"
"2024-5-30","32.2042","32.2560","32.4617","32.1135","","0.07%"
"2024-5-29","32.1825","32.2345","32.3707","32.1052","","-0.16%"
"2024-5-28","32.2335","32.1198","32.3315","31.9362","","0.33%"
"2024-5-27","32.1282","32.2136","32.3523","31.9307","","-0.22%"
"2024-5-24","32.2003","32.1861","32.3366","32.0480","","0.13%"
"2024-5-23","32.1585","32.1970","32.2805","32.0602","","-0.09%"
"2024-5-22","32.1861","32.1970","32.5462","32.0712","","0.20%"
"2024-5-21","32.1226","32.2090","32.3077","32.0694","","-0.03%"
"2024-5-20","32.1327","32.2850","32.3391","32.0275","","-0.20%"
"2024-5-17","32.1987","32.2763","32.4090","32.0647","","-0.23%"
"2024-5-16","32.2716","32.1645","32.3326","32.0385","","0.35%"
"2024-5-15","32.1600","32.2823","32.3845","32.0811","","-0.33%"
"2024-5-14","32.2659","32.2024","32.3840","32.0204","","-0.03%"
"2024-5-13","32.2740","32.2167","32.4631","32.0622","","0.23%"
"2024-5-10","32.1989","32.2861","32.3941","32.0695","","-0.12%"
"2024-5-9","32.2380","32.2475","32.4198","32.0457","","0.04%"
"2024-5-8","32.2239","32.2688","32.5808","32.1358","","-0.09%"
"2024-5-7","32.2515","32.2605","32.3730","32.1167","","-0.03%"
"2024-5-6","32.2624","32.3452","32.6051","32.1196","","-0.22%"
"2024-5-3","32.3346","32.3741","32.5275","32.1666","","0.10%"
"2024-5-2","32.3014","32.4850","32.5266","32.2183","","-0.48%"
"2024-5-1","32.4565","32.4148","32.5776","32.3353","","0.17%"
"2024-4-30","32.4007","32.5064","32.5480","32.1792","","-0.05%"
"2024-4-29","32.4153","32.5080","32.6239","32.1731","","0.04%"
"2024-4-26","32.4036","32.5183","32.6520","32.3056","","-0.34%"
"2024-4-25","32.5152","32.5510","32.6549","32.3826","","-0.07%"
"2024-4-24","32.5393","32.5533","32.6311","32.3922","","0.15%"
"2024-4-23","32.4915","32.5415","32.6901","32.4240","","0.02%"
"2024-4-22","32.4862","32.4992","32.6946","32.3508","","-0.02%"
"2024-4-19","32.4941","32.5279","32.8862","32.2980","","-0.09%"
"2024-4-18","32.5224","32.4218","32.5914","32.3394","","0.43%"
"2024-4-17","32.3816","32.4980","32.6702","32.3278","","-0.01%"
"2024-4-16","32.3857","32.4213","32.5764","32.3056","","-0.05%"
"2024-4-15","32.4013","32.3640","32.6287","32.1775","","0.17%"
"2024-4-12","32.3468","32.3046","33.0275","32.0924","","0.15%"
"2024-4-11","32.2996","32.3009","32.4228","32.1609","","0.07%"
"2024-4-10","32.2779","32.2318","32.3985","32.1253","","0.02%"
"2024-4-9","32.2706","32.0396","32.3697","31.9622","","0.92%"
"2024-4-8","31.9764","32.0303","32.2547","31.8024","","-0.19%"
"2024-4-5","32.0374","31.9115","32.1277","31.7528","","0.52%"
"2024-4-4","31.8703","31.9492","32.0345","31.7744","","-0.24%"
"2024-4-3","31.9485","32.0279","32.1955","31.8378","","-0.30%"
"2024-4-2","32.0436","32.1027","32.4115","31.8862","","-0.10%"
"2024-4-1","32.0750","32.3469","32.5582","31.4914","","-0.84%"
"2024-3-29","32.3460","32.3441","32.6438","32.1479","","0.13%"
"2024-3-28","32.3045","32.2850","32.4294","32.1939","","0.18%"
"2024-3-27","32.2459","32.1829","32.3353","32.0572","","0.22%"
"2024-3-26","32.1737","32.1471","32.2762","32.0561","","0.18%"
"2024-3-25","32.1146","32.0013","32.2793","31.8147","","0.32%"
"2024-3-22","32.0132","32.0734","32.3213","31.7126","","-0.05%"
"2024-3-21","32.0294","32.3923","32.4972","31.6630","","-0.39%"
"2024-3-20","32.1558","32.3604","32.5024","32.1390","","-0.63%"
"2024-3-19","32.3583","32.3118","32.5760","32.2323","","0.35%"
"2024-3-18","32.2460","32.1168","32.5624","32.0715","","0.41%"
"2024-3-15","32.1144","32.1487","32.4403","32.0098","","-0.09%"
"2024-3-14","32.1441","32.0840","32.2877","31.8960","","0.74%"
"2024-3-13","31.9074","32.0639","32.6026","31.9595","","-0.38%"
"2024-3-12","32.0278","32.0233","32.1668","31.9360","","0.26%"
"2024-3-11","31.9448","31.8216","32.1325","31.8078","","0.33%"
"2024-3-8","31.8400","31.8627","32.0261","31.6679","","-0.07%"
"2024-3-7","31.8612","31.7579","31.9315","31.6907","","0.45%"
"2024-3-6","31.7191","31.6781","31.9672","31.5753","","0.30%"
"2024-3-5","31.6239","31.5641","31.8018","31.4816","","0.19%"
"2024-3-4","31.5636","31.4082","31.7748","31.3039","","0.81%"
"2024-3-1","31.3099","31.2395","31.4860","31.1581","","0.39%"
"2024-2-29","31.1883","31.2055","31.3424","31.1033","","0.06%"
"2024-2-28","31.1695","31.1457","31.4385","31.0555","","0.31%"
"2024-2-27","31.0735","31.1172","31.3771","31.0280","","0.10%"
"2024-2-26","31.0430","31.0610","31.3678","30.9853","","0.25%"
"2024-2-23","30.9651","30.7327","31.1714","30.7241","","0.28%"
"2024-2-22","30.8793","30.9886","31.1350","30.6468","","-0.09%"
"2024-2-21","30.9057","30.9240","31.2150","30.8195","","0.02%"
"2024-2-20","30.8981","30.8472","31.1185","30.7502","","0.28%"
"2024-2-19","30.8121","30.8450","30.9900","30.6877","","-0.02%"
"2024-2-16","30.8182","30.7504","30.9060","30.6413","","0.33%"
"2024-2-15","30.7180","30.7490","31.1329","30.4871","","-0.05%"
"2024-2-14","30.7349","30.7208","30.9395","30.6238","","0.07%"
"2024-2-13","30.7148","30.7166","30.8037","30.5391","","0.24%"
"2024-2-12","30.6403","30.6733","30.8100","30.5246","","0.27%"
"2024-2-9","30.5580","30.6012","30.7994","30.1707","","-0.04%"
"2024-2-8","30.5696","30.5735","30.6930","30.4075","","0.10%"
"2024-2-7","30.5401","30.4050","30.7238","30.3687","","0.70%"
"2024-2-6","30.3276","30.5420","30.8417","30.2846","","-0.68%"
"2024-2-5","30.5341","30.5016","30.7049","30.3659","","0.44%"
"2024-2-2","30.3990","30.3442","30.6622","30.2866","","0.43%"
"2024-2-1","30.2700","30.3406","30.4545","30.2330","","-0.15%"
"2024-1-31","30.3151","30.3426","30.4685","30.1420","","-0.03%"
"2024-1-30","30.3239","30.3438","30.4860","30.2433","","0.04%"
"2024-1-29","30.3123","30.2575","30.4476","30.1751","","0.13%"
"2024-1-26","30.2743","30.2638","30.6496","29.9272","","0.13%"
"2024-1-25","30.2347","30.2318","30.3659","30.1398","","0.02%"
"2024-1-24","30.2285","30.2778","30.4284","29.9869","","0.03%"
"2024-1-23","30.2182","30.2691","30.4130","29.9452","","0.00%"
"2024-1-22","30.2192","30.2091","30.3144","30.1117","","0.06%"
"2024-1-19","30.2017","30.1300","30.3146","30.0555","","0.30%"
"2024-1-18","30.1101","30.1309","30.2719","30.0226","","0.06%"
"2024-1-17","30.0906","30.0922","30.2140","30.0015","","0.25%"
"2024-1-16","30.0168","30.0814","30.3616","29.7918","","-0.19%"
"2024-1-15","30.0743","30.0753","30.2442","29.8075","","0.04%"
"2024-1-12","30.0636","30.0073","30.5469","29.9095","","0.33%"
"2024-1-11","29.9642","29.9700","30.0767","29.7243","","0.04%"
"2024-1-10","29.9519","29.9464","30.0480","29.8230","","0.29%"
"2024-1-9","29.8658","29.8944","30.0215","29.8105","","-0.03%"
"2024-1-8","29.8761","29.8248","29.9806","29.7125","","0.19%"
"2024-1-5","29.8202","29.7527","29.9391","29.6860","","0.24%"
"2024-1-4","29.7490","29.7764","29.9119","29.6513","","0.19%"
"2024-1-3","29.6927","29.7346","29.9611","29.6475","","0.05%"
"2024-1-2","29.6770","29.5648","29.8270","29.5125","","0.48%"
"2024-1-1","29.5364","29.4477","29.6600","29.4477","","0.20%"
"2023-12-29","29.4766","29.4308","29.7808","29.1931","","0.23%"
"2023-12-28","29.4094","29.3471","29.5333","29.2971","","0.12%"
"2023-12-27","29.3733","29.2461","29.4710","29.1500","","0.65%"
"2023-12-26","29.1831","29.3193","29.4013","29.1380","","-0.22%"
"2023-12-25","29.2464","29.1425","29.3682","28.9514","","0.17%"
"2023-12-22","29.1982","29.1417","29.4343","29.0505","","0.32%"
"2023-12-21","29.1056","29.1333","29.2707","29.0222","","-0.02%"
"2023-12-20","29.1117","29.0918","29.1928","28.9883","","0.14%"
"2023-12-19","29.0701","29.0593","29.1749","28.9457","","0.11%"
"2023-12-18","29.0376","29.0000","29.1273","28.8654","","0.30%"
"2023-12-15","28.9511","28.9870","29.1350","28.8513","","-0.06%"
"2023-12-14","28.9673","28.9734","29.1101","28.8475","","0.07%"
"2023-12-13","28.9457","28.9822","29.1547","28.8625","","0.15%"
"2023-12-12","28.9031","28.9550","29.1170","28.8545","","-0.14%"
"2023-12-11","28.9434","28.9453","29.1292","28.8442","","0.30%"
"2023-12-8","28.8557","28.9234","29.1213","28.8176","","-0.23%"
"2023-12-7","28.9211","28.8895","29.0140","28.7992","","0.17%"
"2023-12-6","28.8728","28.9005","29.0233","28.7852","","0.00%"
"2023-12-5","28.8724","28.9284","29.0231","28.7771","","-0.20%"
"2023-12-4","28.9293","28.9128","29.1292","28.7631","","0.14%"
"2023-12-1","28.8885","28.8743","29.0180","28.6971","","0.12%"
"2023-11-30","28.8552","28.9249","29.0315","28.6602","","-0.08%"
"2023-11-29","28.8787","28.9164","29.0214","28.7838","","-0.04%"
"2023-11-28","28.8900","28.9069","29.0112","28.7915","","0.03%"
"2023-11-27","28.8823","28.8656","28.9945","28.7475","","0.08%"
"2023-11-24","28.8606","28.8222","28.9881","28.7283","","0.28%"
"2023-11-23","28.7799","28.8333","28.9496","28.4885","","-0.17%"
"2023-11-22","28.8282","28.7809","28.9269","28.6871","","0.21%"
"2023-11-21","28.7688","28.7591","28.8811","28.5900","","0.27%"
"2023-11-20","28.6900","28.6770","28.8538","28.5550","","0.12%"
"2023-11-17","28.6545","28.6095","28.8794","28.4230","","0.39%"
"2023-11-16","28.5422","28.6758","28.7955","28.5189","","-0.39%"
"2023-11-15","28.6553","28.6228","28.8522","28.3692","","0.13%"
"2023-11-14","28.6189","28.5990","28.7747","28.4963","","0.20%"
"2023-11-13","28.5604","28.5450","28.6851","28.4350","","0.12%"
"2023-11-10","28.5251","28.4725","28.8050","28.4030","","0.40%"
"2023-11-9","28.4110","28.4681","28.6089","28.3575","","-0.08%"
"2023-11-8","28.4324","28.4882","28.6161","28.3404","","-0.06%"
"2023-11-7","28.4483","28.4428","28.6687","28.3345","","0.30%"
"2023-11-6","28.3618","28.2150","28.5210","28.2150","","-0.06%"
"2023-11-3","28.3775","28.3534","28.6173","28.1940","","0.22%"
"2023-11-2","28.3161","28.3248","28.4791","28.1595","","0.01%"
"2023-11-1","28.3125","28.3123","28.4125","28.1150","","0.13%"
"2023-10-31","28.2752","28.2602","28.4988","28.0940","","0.16%"
"2023-10-30","28.2289","28.2296","28.4035","28.0220","","0.23%"
"2023-10-27","28.1636","28.1656","28.3487","27.9522","","0.13%"
"2023-10-26","28.1282","28.1306","28.3807","27.9815","","0.05%"
"2023-10-25","28.1139","28.1019","28.3559","27.9986","","0.05%"
"2023-10-24","28.1008","28.0813","28.2477","27.9375","","0.15%"
"2023-10-23","28.0588","27.9997","28.1653","27.9092","","0.40%"
"2023-10-20","27.9483","27.9721","28.2586","27.7346","","-0.03%"
"2023-10-19","27.9569","28.0050","28.2200","27.8645","","-0.15%"
"2023-10-18","27.9978","27.9005","28.2640","27.8402","","0.28%"
"2023-10-17","27.9187","27.8620","28.0576","27.6243","","0.23%"
"2023-10-16","27.8552","27.8040","27.9890","27.6026","","0.34%"
"2023-10-13","27.7612","27.7442","27.9603","27.6529","","0.24%"
"2023-10-12","27.6950","27.7024","27.8321","27.5934","","-0.01%"
"2023-10-11","27.6979","27.7269","27.9132","27.5410","","-0.03%"
"2023-10-10","27.7050","27.6978","28.0058","27.5370","","0.14%"
"2023-10-9","27.6650","27.6298","28.2213","27.4286","","0.45%"
"2023-10-6","27.5405","27.5645","27.9565","27.4118","","0.12%"
"2023-10-5","27.5067","27.5683","27.6572","27.3555","","0.04%"
"2023-10-4","27.4944","27.4828","27.7523","27.3795","","0.11%"
"2023-10-3","27.4633","27.4645","27.7148","27.3550","","0.14%"
"2023-10-2","27.4241","27.4042","27.8160","27.2744","","0.19%"
"2023-9-29","27.3712","27.3835","27.6716","27.2854","","0.03%"
"2023-9-28","27.3628","27.0666","27.5274","27.0259","","1.98%"
"2023-9-27","26.8303","27.2509","27.8100","26.8890","","-1.55%"
"2023-9-26","27.2514","27.2199","27.6140","27.0933","","0.26%"
"2023-9-25","27.1807","27.1700","27.3466","27.0657","","0.28%"
"2023-9-22","27.1038","27.1168","27.4477","27.0217","","-0.03%"
"2023-9-21","27.1121","27.0217","27.2389","26.6712","","0.49%"
"2023-9-20","26.9806","27.0167","27.1866","26.7194","","0.14%"
"2023-9-19","26.9440","27.0178","27.2183","26.7614","","-0.25%"
"2023-9-18","27.0121","26.9947","27.1066","26.7655","","0.35%"
"2023-9-15","26.9191","26.9489","27.2100","26.8004","","0.21%"
